SK_Revenda,ID_Revenda,NomeRevenda
8287,c07ef1cc7e02,POSTO DE COMBUSTIVEIS CENTER SUL LTDA
8288,c07f280a77e7,POSTO PORTAL DE SUAPE LTDA
8289,c0800b75a1c3,AUTO POSTO LEBLON LTDA
8290,c080555aeed7,OMEGA COMERCIO DE DERIVADOS DE PETROLEO E TRANSPORTE LTDA
8291,c083665fbd22,POSTO DE COMBUSTIVEIS DAL RI LTDA.
8292,c08998cc924e,FALEIROS COMERCIO DE COMBUSTIVEIS LTDA
8293,c08a2ac545f9,POSTO PORTAL DE AMERICANA LTDA
8294,c08eed5a19b4,PETROTECH COMBUSTIVEIS LTDA
8295,c09772fe165b,AUTO POSTO JARDIM SOCIAL LTDA
8296,c09d36005344,SOBRAL & PALACIO PETROLEO LTDA
8297,c0a00da79d1a,POSTO ML 300 LTDA
8298,c0a2ce6bb433,AUTO SERVICO LINDOLFO COLLOR LTDA
8299,c0a2d18dd369,JOBRAL COMERCIAL DE COMBUSTIVEIS LTDA
8300,c0c4659d1abb,POSTO DE GASOLINA DA PAPA LTDA
8301,c0c57bec7252,RZR COMERCIO DE COMBUSTIVEIS LTDA
8302,c0c956f95f80,JMI COMERCIO DE DERIVADOS DE PETROLEO LTDA.
8303,c0c9c82f107b,AUTO POSTO SÃO JOSÉ JB LTDA
8304,c0caffa5aa65,RB COMERCIO DE COMBUSTIVEL LTDA
8305,c0d0c5edadb3,COMERCIAL DE COMBUSTÍVEIS APOLLO 2000 LTDA.
8306,c0d8ac0f3b44,SAVEGNAGO-SUPERMERCADOS LTDA
8307,c0d94335a81d,PORTAL JARDIM DAS ROSAS AUTO POSTO LTDA
8308,c0dbe9c66867,AUTO POSTO SAO MATHEUS LTDA
8309,c0df8377c1fe,ISL RIO VERDE COMERCIO DE COMBUSTIVEIS LTDA
8310,c0e3732343e1,IGUEP INCORPORADORA GUEDES PEREIRA LTDA
8311,c0f1b930262d,POSTO JOAO RAMALHO DE MARILIA LTDA
8312,c0f60b283afe,POSTO PAI E FILHA LTDA
8313,c103c5f0e5e6,AUTO POSTO 7 LTDA
8314,c108011f3ce7,POSTO MANACA DE RIBEIRAO PRETO LTDA
8315,c10b08010aa0,POSTO DE SERVICOS ALIANCA DE CAMPO GRANDE LTDA
8316,c10c48400dae,M. W. COMBUSTIVEIS LTDA - EPP.
8317,c1133fe563a9,J L POSTO VENDA GRANDE LTDA.
8318,c11de8a7b5a2,CENTRO DE SERVICOS FRANGO ASSADO -NORTE LTDA
8319,c1203bdf1efb,NENEN'S CHOPP POSTO DE COMBUSTIVEIS LTDA
8320,c122a68d4660,AUTO POSTO PARQUE CASCAVEL LTDA
8321,c124b57edf65,SIM REDE DE POSTOS LTDA
8322,c12a9843edff,AUTO POSTO TREVO DE ITATIBA LTDA.
8323,c1338063abae,POSTO DE SERVICOS ONZI LTDA
8324,c134ec58a101,AUTO POSTO SOBERANO LTDA
8325,c142c74aa5ce,JACARE COMERCIO DE COMBUSTIVEIS LTDA
8326,c143a03ba88b,L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA
8327,c15e12e1af77,J R POSTO DE COMBUSTIVEIS LTDA
8328,c165256f151a,AUTO POSTO SAO MATEUS LTDA
8329,c1799a4d41dc,POSTO J LTDA
8330,c18ce79ebc06,AUTO POSTO LS COMERCIO DE DERIVADOS DE PETROLEO LTDA
8331,c18d5d4639b2,DESCOBRIMENTO COMERCIO DE COMBUSTIVEIS LTDA
8332,c18fa57ae353,POSTO NOVO BATEL LTDA
8333,c1908173308f,POSTO DE SERVICOS GUAIMIM LTDA
8334,c194a9b659b2,POSTO TASSARA LTDA
8335,c1a52d68595d,AUTO POSTO VIP ITAIPU LTDA
8336,c1afa8566c55,POSTO CASTELO BRANCO DE VINHEDO LTDA
8337,c1b143c5cc30,VALPARAISO REPRESENTACAO COMERCIAL DE COMBUSTIVEIS LTDA
8338,c1b6e20d71f9,AUTO POSTO TECO-TECO LTDA
8339,c1bbe39e274e,PACHECO PETRO LTDA
8340,c1bc2455bd35,AUTO POSTO DE SERVICOS BELROXO 1 LTDA
8341,c1c0bfb821a6,POSTO RODOBEL LTDA
8342,c1cad6cd15b7,POSTO HIDROLANDIA LTDA
8343,c1cf58764594,V. F. COMBUSTIVEIS LTDA
8344,c1d14f08dd33,F S G COMERCIO E TRANSPORTES DE COMBUSTIVEIS LTDA
8345,c1d82f5bda75,BARROS COMERCIO DE COMBUSTIVEL E CONVENIENCIA LTDA
8346,c1d94245797d,AUTO POSTO SAN CARLO LTDA
8347,c1e232a8003f,SIM REDE DE POSTOS LTDA
8348,c1e57050659b,AUTO POSTO BADU 2 LTDA
8349,c1e719caddcd,AUTO POSTO E MECANICA BARAO LTDA
8350,c1fde37bd008,AUTO POSTO JVR LTDA
8351,c1ff4db6ac43,POSTO DE SERVICOS NOVA ITAQUA LTDA
8352,c21124cf7b37,AUTO POSTO ESQUINA DA CAPELA LTDA
8353,c21a59627cfa,COMERCIAL DE COMBUSTÍVEIS DRUMAC LTDA.
8354,c21de6f489e4,POSTO VILA PARIS LTDA
8355,c229f3488937,KJSA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
8356,c22a46c9e3ff,AUTO POSTO VENDRAMIN LTDA.
8357,c22d056100bb,AUTO POSTO GRANDE AZOR LTDA
8358,c22da745d96f,ROBERTO KLUGE LTDA
8359,c230f7fcb1f1,AUTO POSTO SENADOR LTDA
8360,c23a67d052bd,COMERCIAL DE COMBUSTIVEIS BOM RETIRO LTDA
8361,c23b7ee1ae3a,MULLER COMBUSTIVEIS E LUBRIFICANTES LTDA
8362,c23d3c17697f,JJP 88 POSTO DE ABASTECIMENTO E AUTO SERVIÇO LTDA.
8363,c249acc8539b,AUTO POSTO NOVA IPANEMA LTDA
8364,c25092ede718,AUTO POSTO PANAMERA LTDA
8365,c258fae2f95d,AUTO POSTO SANTA CRUZ DE TATUI LTDA
8366,c25ad45f4d8b,PORTAL DOIS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
8367,c25d11ab88af,AUTO POSTO COQUEIRINHO LTDA
8368,c260e9798c46,CENTER CAR AUTO POSTO GASPARINI LTDA
8369,c2682eb28e07,AUTO POSTO BENEDETTI DE PRESIDENTE PRUDENTE LTDA
8370,c268810a24fb,L H DA COSTA COMBUSTIVEIS
8371,c2811aec1943,JB COMERCIO DE COMBUSTIVEL LTDA
8372,c28a32a1793b,VVA ALBINO MICHELETTO & CIA LTDA
8373,c290776808f6,AUTO POSTO DE COMBUSTIVEL CAPUAN LTDA
8374,c2a6519adbda,AUTO POSTO SINOP LTDA
8375,c2b7e5e20819,POSTO DE GASOLINA E SERVICOS RECREIO 2009 LTDA
8376,c2b9ff524c6d,COOPERATIVA REG DE PRODUTORES RURAIS DE S LAGOAS LTDA
8377,c2bd7243c274,POSTO NOVO AMIGO LTDA
8378,c2cb6e409904,CASAGRANDA DERIVADOS DE PETROLEO LTDA
8379,c2ce5562bd0b,AUTO POSTO CAMPO DOS AMARAIS LTDA
8380,c2d89dbab77d,SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA
8381,c2d9371e21dc,COMERCIO DE PETROLEO MAREZU LTDA
8382,c2df58ff9427,AUTO POSTO VIANA LTDA
8383,c2e3cf71f4bc,JIR COMERCIO DERIVADOS DE PETROLEO E CONSTRUCAO CIVIL LTDA  - ME
8384,c2e3d7f90aca,BENETTI COMERCIAL DE COMBUSTIVEIS LTDA
8385,c2e3f6f3bea5,AUTO POSTO MANSAMBO TRANSPORTES RODOVIARIOS LTDA
8386,c2ea66dad8e0,SOFIA AUTO POSTO II LTDA
8387,c2f5a07760d0,AUTO POSTO TAQUA LTDA
8388,c2f6dff85201,LUMMAR COMBUSTIVEIS TAMBORE LTDA
8389,c2f89d822e25,AUTO POSTO SYSTEM LTDA
8390,c2fd372c25c2,AUTO POSTO DAMINELLI LTDA
8391,c303c8ee0519,GMX COMERCIO DE DERIVADOS DE PETROLEO LTDA
8392,c310b0749525,AUTO POSTO NOVA CONCEICAO LTDA
8393,c313b15a1c8d,L. J. COMÉRCIO DE COMBUSTÍVEIS LTDA.
8394,c31af8053167,POGORZELSKI & ZABOT LTDA
8395,c31da421b4b7,QUALLI COMERCIO DE COMBUSTIVEIS LTDA
8396,c321e651c8c8,AUTO POSTO CARAGUA LTDA
8397,c3222ea9a12c,INOVAR COMERCIO DE COMBUSTIVEL LTDA
8398,c324ec6abc45,AUTO POSTO 3S PAULISTA LTDA
8399,c3263eb94f66,AUTO POSTO MASP MARANHAO LTDA
8400,c33a6b9bd739,CENTRO AUTOMOTIVO CRS LTDA
8401,c33f72fa526f,SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA
8402,c345c7d16c23,POSTO GONTIJO LTDA
8403,c3480d67aac2,MONACO COMERCIO DE COMBUSTIVEIS LTDA
8404,c34b0618daab,NOTRE DAME AUTO POSTO DE COMBUSTÍVEIS LTDA.
8405,c34d25a2ae76,RENY DE A. RODRIGUES EIRELI
8406,c3515253655f,POSTO CINCAO LTDA
8407,c351a56a49c3,CIDADE NOVA COMBUSTIVEIS LTDA
8408,c351e967c41d,SANTANA E CASTRO LTDA
8409,c35202dc6163,AUTO POSTO RAMALHÃO III LTDA
8410,c352dfa07043,CENTRO AUTOMOTIVO ALPHA CENTER LTDA
8411,c35661ca908c,POSTO VOLTA REDONDA LTDA
8412,c359016802b9,AUTO POSTO NOVO BUTANTA LTDA
8413,c35ca267bec3,POSTO SHOW 5 AVENIDA LTDA
8414,c365af6b3e97,AUTO POSTO ALBERTIN LTDA - EPP
8415,c367f6e2898e,POSTO SAO LUIZ LTDA
8416,c36c9633cd68,AUTO POSTO ALMIRANTE LTDA
8417,c36e34d2d368,LINEO FERNANDES DE SOUZA & CIA LTDA
8418,c390f6903309,AUTO POSTO CENTRO EXPRESSO LTDA
8419,c3931fea7c8d,DILUBRA COMERCIAL DE COMBUSTIVEIS E MAQUINAS LTDA
8420,c39ba76412a3,POSTO DO RAFA LTDA
8421,c3ad60e6f82d,KS COMERCIO DE COMBUSTIVEL E CONVENIENCIA LTDA
8422,c3baa898ba91,AUTO POSTO CASTELO BRANCO DE ADAMANTINA LTDA
8423,c3cf91823f7f,MAIS REVENDA DE COMBUSTIVEIS LTDA
8424,c3d20e8e9913,POSTO AMERICANO LTDA
8425,c3d45e1d4f8d,COMERCIO DE COMBUSTIVEIS STANG LTDA
8426,c3d47df8d141,CENTRO COMERCIAL VENETO LTDA
8427,c3d62ac53e30,AUTO POSTO IMBUIA DE AMERICANA LTDA
8428,c3da1407b2fe,AUTO POSTO PETROLUK LTDA
8429,c3db8235061c,AUTO POSTO SILVAO LTDA
8430,c3e38c565353,AUTO POSTO NOVO TEMPO LTDA
8431,c3e66c63ca8b,AUTO POSTO VIA MARTE LTDA
8432,c3e849b77174,AUTO POSTO GAZ PRIME CHICAGO LTDA
8433,c3ec958cb2bb,PC LIMA COMERCIO DE COMBUSTIVEL LTDA
8434,c3ed12a296cd,SANTORINI AUTO POSTO LTDA
8435,c3f378e87caf,BLAYA AUTO POSTO LTDA
8436,c3f41574828e,ARARA AZUL REDE DE POSTOS LTDA
8437,c4088f1ce174,COMERCIO DE COMBUSTIVEIS POR DO SOL EIRELI
8438,c40dbf8c6f9b,AUTO POSTO THE BEST LTDA
8439,c415c7a12d0c,TIGRE AUTO POSTO LTDA
8440,c4193aaef81e,POSTO OLIMAR COMERCIO DE COMBUSTIVEIS LTDA
8441,c41bec6a546d,POSTO RIO SAO PAULO LTDA
8442,c41d0c2fc7b2,ROTA AUTO POSTO COMBUSTIVEL LTDA
8443,c41d678e090c,HELVETIA COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA
8444,c41e5b6a14ae,JGJ COMERCIO DE PETROLEO LTDA
8445,c420cd3c77fc,AUTO POSTO ATACADAO LTDA
8446,c42a857d61a4,LBM COMERCIO DE COMBUSTIVEIS LTDA
8447,c42c7475e03e,DIGO'S COMERCIO DE COMBUSTIVEIS LTDA.
8448,c42e42633a63,AUTO POSTO PORTAL CIDADE LTDA
8449,c43292c537ab,JJS COMERCIO DE COMBUSTIVEIS LTDA
8450,c43a147b936e,L S COMERCIO E SERVICOS LTDA
8451,c447189ac3bd,AUTO POSTO ROBALO LTDA.
8452,c44bb612bc19,AUTO POSTO NOVO BARREIROS DE RAMOS LTDA
8453,c44bfcab3e66,REAL AUTO POSTO II COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
8454,c4511d417d18,POSTO ARAPIRACA LTDA
8455,c45fb4588b5e,AUTO POSTO SARITA LTDA
8456,c460843b1918,AUTO POSTO KERUBINS LTDA
8457,c4615c31895b,POSTO LULU LTDA
8458,c4692bfc8a61,AUTO POSTO SÃO TOMAZ LTDA
8459,c47cc5b4c6f6,AUTO POSTO CAMILA LTDA
8460,c48c24aa60f9,AUTO POSTO VALDEVEZ LTDA
8461,c48ee3b767cb,POSTO QUATRO RODAS LTDA
8462,c49726667038,J MENDES REVENDEDORA DE COMBUSTIVEIS E DERIVADOS LTDA
8463,c498d181acdf,ZAP AUTO POSTO LTDA
8464,c49f28d7b9d1,AGUIAR COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
8465,c4a1f171f292,COMERCIAL RECIFE - COMERCIO DE DERIVADOS DE PETROLEO LTDA
8466,c4a51f618a8d,GREEN COMERCIO DE COMBUSTIVEIS LTDA
8467,c4a6c95cfccf,PLATAMO II AUTO POSTO LTDA
8468,c4ab7f260773,AGPETRO COMERCIO DE PETROLEO LTDA
8469,c4b88524cbfb,SUPER AUTO POSTO RODEIO LTDA
8470,c4c26c4b1af2,CAMARGO COMBUSTIVEIS LTDA  - ME
8471,c4c680683a6e,POSTO RP CASPER LIBERO LTDA
8472,c4c825b5d215,AUTO POSTO EXPRESSO LTDA
8473,c4caae190a7d,REDE DE POSTOS PRESIDENTE LTDA
8474,c4cc7c2a05a4,AUTO POSTO 1 DE ABRIL LTDA
8475,c4ccfbba7c77,POSTO 2 IRMAOS DE MARILIA LTDA
8476,c4d089660cfb,RODOGAS POSTO PRESIDENTE LTDA
8477,c4d106a8ee83,POSTO PAULISTINHA LTDA
8478,c4d756fb006f,FERNANDO CORREA COMERCIO DE COMBUSTIVEIS LTDA
8479,c4db16b35c89,AUTO POSTO ADAMO LTDA
8480,c4e7be57d3d7,CACIQUE PETROLEO LTDA
8481,c4ec5a662e57,AGUIAR PETROLEO E LOCACOES LTDA
8482,c4eedc2303eb,POSTO MOSTEIRO DE RIBEIRAO PRETO LTDA
8483,c4f13926b9f5,REDE LK DE POSTOS LTDA
8484,c4f20ac32333,AUTO POSTO LAGOA DO MEIO LTDA
8485,c4ff5ec005f5,POSTO ECO-2000 LTDA
8486,c508d892f8af,AUTO POSTO REI DA CASTELO 3 LTDA
8487,c50b86743c9c,POSTO DULCE LTDA
8488,c50e946b6415,AUTO POSTO FLORAIS LTDA - ME
8489,c518226b10c1,AUTO POSTO RESSACA LTDA
8490,c51a249f42fd,AUTO POSTO BENETS LTDA
8491,c520bf314d66,ITAMARAJU COMERCIO DE COMBUSTIVEIS LTDA
8492,c520feb9e7a4,V12 COMERCIO DE COMBUSTIVEIS & CONVENIENCIA LTDA.
8493,c52ad303d778,AUTO POSTO CONFIANCA I LTDA
8494,c52c3da314e3,POSTO DA LUCAS COMERCIAL DE COMBUSTIVEIS LTDA
8495,c53265c35139,POSTO PERFEITO DE BARRA MANSA LTDA
8496,c5413635f789,BG LESTE PETROLEO LTDA
8497,c544fe851865,POSTO THIAVAN LTDA.
8498,c54b978cb81f,AUTO POSTO PETRO AMERICA LTDA
8499,c54cc91ce91f,POSTO MARTE LTDA
8500,c5555f994618,CENTRO AUTOMOTIVO ALOHA LTDA
8501,c555bf625e2c,CONTORNO DERIVADOS DE PETROLEO LTDA
8502,c55dabef55aa,AUTO POSTO LUAR DA RIO SANTOS II LTDA
8503,c5615e44d9dc,SIQUEIRA NOGUEIRA COMERCIO DE COMBUSTIVEIS LTDA.
8504,c56232b00af1,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA
8505,c5626141b359,J.E COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA - ME
8506,c5655e23f259,POSTO PIRACICABAO COMERCIO DE COMBUSTIVEIS LTDA
8507,c577cf686f0a,AUTO POSTO MARA MIRU LTDA
8508,c57df171ca8d,COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS
8509,c581514b1b0e,AUTO POSTO KRON LTDA
8510,c58580b027a1,IDEAL GUAPO LTDA
8511,c58e2f74104b,AUTO POSTO IMACULADA LTDA
8512,c59103ef1975,POSTO DE SERVICOS ANCHIETA LTDA
8513,c5914f2e021c,FERNANDO O. B. BARRA E CIA. LTDA.
8514,c59b8c80d70b,CHAPARRAL COMBUSTIVEIS E LUBRIFICANTES LTDA
8515,c5a0b97b7f31,NT COMERCIAL DE PETRÓLEO LTDA.
8516,c5af6858a452,AUTO POSTO INACIO & BROIO LTDA
8517,c5b8b75ea50e,MD COMERCIO DE DERIVADOS DE PETROLEO LTDA
8518,c5ba76ec9bc9,LOCATELLI DERIVADOS DE PETROLEO LTDA
8519,c5be9b712297,GARAGEM PARQUE DO ARVOREDO LTDA
8520,c5cbce93dcc7,APEC VEICULOS S/A
8521,c5d000c99d50,ISMAEL DE OLIVEIRA PENA COMERCIO DE COMBUSTIVEIS
8522,c5d3d621ea7c,POSTOS PASSAREDO LTDA
8523,c5d3fa4c803b,AUTO POSTO ECLIPSE LTDA
8524,c5d57aeb642f,CONQUISTA COMBUSTIVEIS LTDA
8525,c5dcdba8ac5d,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA
8526,c5e2ccb2b734,FLORIDA COMERCIO DE COMBUSTIVEIS LTDA
8527,c5e674aa9b46,POSTO DE GASOLINA ATALAIA LTDA
8528,c5e9b1036775,RAFA COMERCIO DE COMBUSTIVEIS LTDA
8529,c5ea006c0929,POSTO DISTRITO COMERCIO DE COMBUSTIVEIS LTDA
8530,c5f24bc5fe6c,AUTO POSTO SANTA IZABEL LTDA
8531,c5f2bd68d0bb,ALBERTI COMERCIO DE DERIVADOS DE PETROLEO LTDA
8532,c5f5efceb506,ABASTEC ABASTECIMENTO LAVAGENS E LUBRIFICACAO LTDA
8533,c5f5f0114b12,POSTO DE COMBUSTIVEIS VILA COYOTE LTDA
8534,c5f89235514c,PETROGAL 10 AUTO POSTO LTDA
8535,c605581c10b8,POSTO SERVUS LTDA.
8536,c606a381e66f,ALFA AUTO POSTO LTDA
8537,c60898301657,AUTO POSTO VICENTE II LTDA.
8538,c6096cc96035,AUTO POSTO SIRIO LTDA
8539,c60f9dad049d,SIM REDE DE POSTOS LTDA
8540,c61de8cd10c7,POSTO JANAUBA LTDA
8541,c6237ea11793,AUTO POSTO GERLIN LTDA
8542,c62a0e4af5c6,AMD COMERCIO VAREJO DE COMBUSTIVEIS LTDA
8543,c62e8527e3b6,POSTO DE GASOLINA BANDEIRANTES LTDA
8544,c635d7412e22,POSTO CASA GRANDE LIMOEIRO LTDA
8545,c636fe9c04ea,POSTO DE COMBUSTIVEIS MAVERICKS LTDA
8546,c637eb3300ce,AUTO POSTO DE COMBUSTIVEIS SERRANO LTDA.
8547,c63d13b68f30,BATISTA E CUSTODIO COMERCIO DE COMBUSTIVEL LTDA
8548,c64b2f3bb3d3,AUTO POSTO D. B. MOGI LTDA
8549,c64e6a814c4f,PETROBOM COMERCIO DE COMBUSTIVEIS LTDA
8550,c65abafdaa63,POSTO TONATTO LTDA
8551,c664110753ee,POSTO DUBAI III LTDA
8552,c676bcf80b36,POSTO MONZA LTDA
8553,c67acb140906,VDK COMERCIO DE COMBUSTIVEIS LTDA
8554,c6826cfa01ab,AUTO POSTO WANEL VILLE LTDA
8555,c6835ef60639,AUTO POSTO SABARA LTDA.
8556,c695c44357bc,CARATINGA COMBUSTIVEIS LTDA
8557,c69d4a8800d9,SERVI POSTO GASOLEOS COHATRAC LTDA
8558,c6a6b1559c6d,POSTO PAMPAS LTDA
8559,c6aa347bd58a,POSTO DE COMBUSTIVEIS DAL RI LTDA.
8560,c6dfcbdfacc5,TREVO DERIVADOS DE PETROLEO LTDA
8561,c6e2502cf0e7,COMERCIAL DE DERIVADOS DE PETROLEO UNIPETRO LTDA
8562,c6eb8af0b476,POSTO ABBA LTDA
8563,c6f426f283c5,POSTO AJURUTEUA LTDA
8564,c71f56d84eb3,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA
8565,c722d250359f,CENTRO AUTOMOTIVO CONCORDIA LTDA
8566,c7244176bcda,PORTAL LESTE AUTO POSTO LTDA
8567,c7322d0f2304,R.B. COMBUSTIVEIS LTDA
8568,c73966764072,POSTO RIMA LTDA
8569,c73c63256e41,BARCA AUTO POSTO LTDA
8570,c75c4cae3e89,ABASTECEDORA DE COMBUSTIVEIS ROMADER LTDA
8571,c75dd47a07ba,AUTO POSTO EJM LTDA
8572,c76859fea2a2,AUTO POSTO BAND GUIDO ALIBERTI LTDA
8573,c776c892680e,SANTA TERESINHA COMBUSTIVEIS LTDA
8574,c77b2629104e,COMERCIAL DE COMBUSTIVEIS SELAU LTDA
8575,c780f1d1bf23,GDI COMERCIO DE COMBUSTIVEIS LTDA
8576,c7831b6efd26,AUTO POSTO TAMBORY III LTDA
8577,c787b0419958,AUTO POSTO SOF NORTE LTDA
8578,c793c181e61a,ROVIER TRANSPORTE E REVENDA DE COMBUSTIVEIS LTDA
8579,c7971d42544b,POSTO NORTE SUL LTDA
8580,c7a0f539739e,AUTO POSTO PEROLA DE SALTO LTDA
8581,c7ab412bfd23,G-10 ESTACAO DE SERVICOS AUTOMOTIVOS LTDA.
8582,c7ae935a7dfe,AUTO POSTO SAQUA LTDA
8583,c7aeb94c5aab,POSTO IRMAS MARTINI COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
8584,c7b01e05c4aa,AUTO POSTO CATARINENSE LTDA
8585,c7babe484925,AUTO POSTO CAPITAL LTDA
8586,c7c3aa567c57,POSTO VILA FERNAO DIAS LTDA
8587,c7c57f0df553,POSTO PRIME NORTE SUL LTDA
8588,c7c69e11ebaa,POSTO BOA VISTA BM LTDA
8589,c7cc8c5a2c16,AUTO POSTO SOUZA II LTDA. - EPP
8590,c7d042ce6ea6,AUTO POSTO RECIFE LTDA
8591,c7d1ecc39885,J.V.R COMÉRCIO DE PETRÓLEO LTDA
8592,c7d9a115ae7b,AUTO POSTO MANHATTAM DE ARACATUBA LTDA
8593,c7d9bd5f4e70,DIAL AUTO POSTO LTDA
8594,c7da816b056e,AUTO POSTO LADOME LTDA
8595,c7daa7acd71b,AUTO POSTO PIEMONTE DE ARARAQUARA LTDA
8596,c7daaf27f3fa,SSJT SERVICO DE AUTO POSTO LTDA
8597,c7dad55f7ebc,POSTO ET LTDA
8598,c7e34954bf7f,JARDINS RIBEIRAO - SERVICOS AUTOMOTIVOS LTDA
8599,c7e5c6f809ac,S. R. DERIVADOS DE PETROLEO LTDA
8600,c7f20f5c32ad,AUTO POSTO FERLIN LTDA
8601,c7f47af27be1,AUTO POSTO D6 LTDA
8602,c7fb75d03cce,",POSTO DE COMBUSTÍVEIS M RIBEIRO GOIANIA LTDA"
8603,c808c636bd35,POSTO MACACO 2 LTDA
8604,c817b42bf0dd,AUTO POSTO IMPERADOR RIO CLARO LTDA
8605,c82464cd0565,REDE MARTHA COMERCIO DE COMBUSTIVEIS LTDA
8606,c824ac9fd278,NASHE COMBUSTIVEIS LTDA
8607,c8261c11204c,VILELAO COMERCIO DE COMBUSTIVEIS LTDA
8608,c8389aa6545f,AUTO POSTO ERASTO GAERTNER LTDA
8609,c83c6548af96,AUTO POSTO ANDRADE LTDA
8610,c84456384a18,AUTO POSTO GUACU BRASIL LTDA
8611,c845977a4a97,POSTO DE GASOLINA TERNURA DE ITABORAI LTDA
8612,c845abd816e8,JOAO VALLE POSTO DE SERVICOS LTDA
8613,c85498f1ed03,VENEZA AUTO POSTO LTDA
8614,c856d22edc70,POSTO PIO XII LTDA.
8615,c86766629b23,AFG COMERCIO DE COMBUSTIVEIS LTDA
8616,c86daf91576f,BIO SEVEN POSTO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
8617,c872145b1a93,AUTO POSTO PRAÇA 14 LTDA.
8618,c874aa038032,RORAIPETRO RORAIMA PETROLEO LTDA
8619,c87897134acd,POSTO CENTRAL COMERCIO DE COMBUSTIVEIS LTDA
8620,c87a2cfa81e4,AUTO POSTO JARDIM AEROPORTO LTDA
8621,c87af4c816d7,LUIZ DE OLIVEIRA
8622,c87c59c4c229,L S COMERCIO E SERVICOS LTDA
8623,c88415ef525a,POSTO DE SERVICOS P4 LTDA
8624,c88a3136e917,UNI AUTO POSTO DE ARACATUBA LTDA
8625,c8973a468e78,POSTO SIM LTDA
8626,c89e6990601c,CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA
8627,c8a9342a32f6,POSTO GALO LTDA
8628,c8ab2a2f1360,CENTRO AUTOMOTIVO BRASIL BPX LTDA
8629,c8ae07baa5a2,POSTO DAS FLORES LTDA
8630,c8b7fdb41d1c,AUTO POSTO VALENÇA LTDA
8631,c8d1609a5a3c,POSTO DE COMBUSTIVEIS DAL RI LTDA.
8632,c8d3ed89140d,JUVENTUS VAREJISTA DE COMBUSTÍVEIS LTDA.
8633,c8da617f05c1,AUTO POSTO VAS CAS LTDA
8634,c8e00f2354eb,COMERCIAL DE COMBUSTIVEIS TAMANDARE LTDA
8635,c8e5be0d4459,IBN PINTO E SILVA & CIA LTDA
8636,c8e9a66ebde1,MEGA POSTO AVENIDA LTDA
8637,c8ea34201813,AUTO POSTO LITORANEA LTDA
8638,c8ebcc034bb6,ROFERA COMBUSTIVEIS LTDA.
8639,c8ebd72071d4,POSTO LAGOMAR DE MACAE LTDA
8640,c8ecce5f7634,POSTO RODA BRANCA LTDA
8641,c8f2e2c4eb21,POSTO ANTONELLI 20 LTDA
8642,c8f55098a183,RIO NEGRO DERIVADOS DE PETROLEO LTDA
8643,c8f7fb607c1e,IRMAOS FREIRE DE LIMA LIMITADA
8644,c914b55b615a,MARAMBAIA COMBUSTIVEIS LTDA
8645,c9157f4a2849,PETROBAND COMERCIO DE COMBUSTVEIS LTDA
8646,c916bce34060,AUTO POSTO V A LTDA
8647,c91c29c063a6,POSTO SOL DA DUTRA LTDA.
8648,c91fd668208f,R C POSTO DE COMBUSTIVEIS LTDA
8649,c928eefbd5b5,POSTO CHEGADA LTDA
8650,c9337cfdf114,POSTO SAO FRANCISCO LTDA
8651,c93542868df1,PETROLEO TAMBORIL COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
8652,c935e4529e85,AUTO POSTO VISCONDE LEOPOLDO LTDA
8653,c93b5bf617b6,COMERCIO DE COMBUSTIVEIS CVBM LTDA
8654,c94831b684cd,CENTRO AUTOMOTIVO NOSSA SRA. DE FATIMA LTDA
8655,c94833914e00,POSTO GARFORT LTDA
8656,c949ed0e6002,AS NEGOCIOS EMPREENDIMENTOS II LTDA
8657,c94d91464f3f,ARAXA COMBUSTIVEIS LTDA
8658,c94ed4d4a4d4,AUTO POSTO ICARO DE SANTO ANDRE LTDA
8659,c955d152d9ed,COMPANHIA BRASILEIRA DE DISTRIBUICAO
8660,c95d7420f62b,POSTO BERRES & KLERING LTDA
8661,c95ddfa6ce7d,TANCREDO POSTO DE SERVICO LTDA
8662,c96333d262f5,AUTO POSTO BATALHA LTDA
8663,c964bf7ae9f1,AUTO POSTO MEDIANI PIRES LTDA
8664,c96652e302a0,AUTO POSTO KM 35 LTDA
8665,c96ba85bafb4,TASCA AUTO POSTO LTDA
